Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Shipping_Cost
ORD-000104,1/25/2022,2022,1,Q1,Winter,CUST-07664,Male,VIP,Middle East,Saudi Arabia,Home & Kitchen,Appliances,Blender Pro,95.1,3,0.5,10.28
ORD-000105,3/28/2021,2021,3,Q1,Spring,CUST-03540,Female,New,Europe,UK,Clothing,Men's Wear,Classic T-Shirt,90.18,1,0.25,46.57
ORD-000106,6/24/2023,2023,6,Q2,Summer,CUST-04276,Female,Premium,Middle East,Egypt,Electronics,Laptops,HP Spectre x360,1278.25,3,0,16.99
ORD-000107,9/14/2023,2023,9,Q3,Fall,CUST-05468,Female,Premium,North America,Mexico,Beauty & Health,Supplements,Omega-3 Fish Oil,75.08,1,0.3,2.63
ORD-000108,10/28/2023,2023,10,Q4,Fall,CUST-06036,Female,Regular,Europe,Italy,Home & Kitchen,Kitchen Tools,Cutting Board Set,56.38,1,0.4,72.36
ORD-000109,11/28/2022,2022,11,Q4,Fall,CUST-02933,Female,Premium,North America,USA,Electronics,Tablets,Lenovo Tab P12,637.43,3,0.5,2.28
ORD-000110,9/12/2023,2023,9,Q3,Fall,CUST-03575,Female,Regular,North America,Mexico,Electronics,Laptops,Lenovo ThinkPad X1,2402.76,5,0.15,35.88
ORD-000111,9/18/2023,2023,9,Q3,Fall,CUST-06685,Female,Regular,Middle East,Jordan,Clothing,Women's Wear,Yoga Pants,69.08,2,0.3,49.89
ORD-000112,1/9/2022,2022,1,Q1,Winter,CUST-03457,Male,Regular,Middle East,Egypt,Electronics,Tablets,Samsung Galaxy Tab S9,1003.75,2,0.25,13.25
ORD-000113,9/22/2022,2022,9,Q3,Fall,CUST-04828,Male,New,Asia,India,Books & Media,Books,Atomic Habits,39.55,1,0,77.7
ORD-000114,8/21/2024,2024,8,Q3,Summer,CUST-04816,Female,Regular,North America,USA,Home & Kitchen,Furniture,TV Stand,353.36,2,0.2,82.12
ORD-000115,4/12/2024,2024,4,Q2,Spring,CUST-03834,Female,Regular,Europe,France,Books & Media,Books,The Psychology of Money,22.98,3,0,24.86
ORD-000116,1/3/2024,2024,1,Q1,Winter,CUST-06903,Female,New,Europe,Spain,Books & Media,Software,Microsoft Office 365,163.76,2,0.4,25.14
ORD-000117,7/17/2023,2023,7,Q3,Summer,CUST-06258,Female,VIP,Asia,Singapore,Electronics,Smartphones,Google Pixel 7,538.19,2,0.05,12.47
ORD-000118,6/24/2022,2022,6,Q2,Summer,CUST-03560,Female,Premium,Asia,South Korea,Beauty & Health,Supplements,Multivitamin Pack,19.74,3,0,3.63
ORD-000119,10/10/2022,2022,10,Q4,Fall,CUST-03377,Female,New,Middle East,Jordan,Home & Kitchen,Kitchen Tools,Storage Container Set,29.33,1,0.05,24.23
ORD-000120,9/9/2023,2023,9,Q3,Fall,CUST-05074,Male,Regular,Asia,Singapore,Clothing,Women's Wear,Yoga Pants,113.19,1,0.05,5.99
ORD-000121,6/18/2024,2024,6,Q2,Summer,CUST-07940,Male,Premium,Asia,Singapore,Beauty & Health,Skincare,Moisturizing Cream,56.67,7,0,4.29
ORD-000122,5/11/2024,2024,5,Q2,Spring,CUST-04689,Female,New,Europe,France,Home & Kitchen,Furniture,Bedside Table,103.53,2,0,53.68
ORD-000123,6/1/2021,2021,6,Q2,Summer,CUST-05096,Male,Regular,Middle East,Saudi Arabia,Electronics,Laptops,MacBook Air M2,1348.42,6,0.15,38.07
ORD-000124,3/11/2023,2023,3,Q1,Spring,CUST-07056,Female,New,Europe,France,Home & Kitchen,Furniture,Study Desk,317.63,8,0.4,58.13
ORD-000125,7/31/2024,2024,7,Q3,Summer,CUST-05889,Female,Regular,North America,Canada,Books & Media,Software,Photo Editing Suite,88.95,5,0,89.84
ORD-000126,10/25/2022,2022,10,Q4,Fall,CUST-02562,Male,VIP,Asia,China,Books & Media,Books,Atomic Habits,27.51,2,0,20.95
ORD-000127,2/26/2024,2024,2,Q1,Winter,CUST-06424,Female,New,North America,Mexico,Clothing,Women's Wear,High-Waist Jeans,72.17,1,0.4,35.56
ORD-000128,5/18/2022,2022,5,Q2,Spring,CUST-03285,Female,Regular,Middle East,Kuwait,Clothing,Women's Wear,Yoga Pants,63.19,2,0.15,3.54
ORD-000129,6/11/2024,2024,6,Q2,Summer,CUST-04110,Female,Premium,Middle East,Egypt,Clothing,Footwear,Vans Old Skool,97.56,3,0.15,13.6
ORD-000130,7/12/2023,2023,7,Q3,Summer,CUST-05604,Female,Regular,Asia,Japan,Home & Kitchen,Appliances,Blender Pro,287.93,1,0,3.71
ORD-000131,8/16/2023,2023,8,Q3,Summer,CUST-01823,Male,Regular,Europe,UK,Books & Media,Books,The Psychology of Money,11.52,10,0.3,11.2
ORD-000132,4/3/2022,2022,4,Q2,Spring,CUST-02434,Female,Regular,North America,USA,Beauty & Health,Supplements,Multivitamin Pack,57.29,2,0.1,36.05
ORD-000133,3/25/2024,2024,3,Q1,Spring,CUST-02099,Female,Regular,North America,Canada,Beauty & Health,Skincare,Sunscreen SPF50,80.14,3,0,72.72
ORD-000134,10/17/2023,2023,10,Q4,Fall,CUST-04321,Female,New,Middle East,Egypt,Home & Kitchen,Appliances,Microwave Oven,205.04,3,0,25.26
ORD-000135,1/3/2023,2023,1,Q1,Winter,CUST-07174,Female,Premium,Europe,UK,Beauty & Health,Skincare,Moisturizing Cream,88.53,1,0.25,69.18
ORD-000136,1/16/2024,2024,1,Q1,Winter,CUST-06654,Male,Regular,North America,Canada,Books & Media,Books,Deep Work,29.61,4,0.05,57.99
ORD-000137,3/14/2024,2024,3,Q1,Spring,CUST-07763,Male,Regular,Middle East,Jordan,Clothing,Men's Wear,Slim Fit Jeans,65.21,6,0.25,8.06
ORD-000138,5/24/2023,2023,5,Q2,Spring,CUST-02347,Female,New,North America,USA,Electronics,Tablets,Huawei MatePad 11,818.58,2,0,37.18
ORD-000139,1/6/2024,2024,1,Q1,Winter,CUST-05619,Male,New,North America,Canada,Clothing,Footwear,Converse Chuck Taylor,123.32,3,0.3,35.4
ORD-000140,10/21/2023,2023,10,Q4,Fall,CUST-05433,Male,Regular,North America,USA,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,68.45,4,0,4.76
ORD-000141,4/9/2024,2024,4,Q2,Spring,CUST-04077,Male,New,Asia,Japan,Home & Kitchen,Furniture,Bookshelf 5-Tier,479.87,1,0.5,5.59
ORD-000142,1/19/2023,2023,1,Q1,Winter,CUST-06517,Female,New,Europe,UK,Home & Kitchen,Appliances,Coffee Maker,298.07,1,0.2,19.68
ORD-000143,7/18/2023,2023,7,Q3,Summer,CUST-02971,Male,Regular,North America,USA,Clothing,Women's Wear,Blouse Top,38.48,1,0.05,6.92
ORD-000144,4/14/2023,2023,4,Q2,Spring,CUST-07179,Male,Regular,North America,Canada,Electronics,Tablets,Huawei MatePad 11,788.42,2,0,3.87
ORD-000145,10/16/2022,2022,10,Q4,Fall,CUST-05270,Male,Premium,Middle East,Saudi Arabia,Clothing,Footwear,Converse Chuck Taylor,97.84,2,0.4,93.81
ORD-000146,8/2/2021,2021,8,Q3,Summer,CUST-02222,Female,Premium,Asia,Singapore,Electronics,Laptops,Lenovo ThinkPad X1,1656.12,1,0,84.82
ORD-000147,1/29/2024,2024,1,Q1,Winter,CUST-04181,Male,Regular,North America,Mexico,Beauty & Health,Skincare,Moisturizing Cream,34.06,2,0,9.74
ORD-000148,3/12/2022,2022,3,Q1,Spring,CUST-07591,Male,VIP,Asia,Singapore,Electronics,Tablets,Lenovo Tab P12,237.84,2,0.05,18.1
ORD-000149,12/13/2023,2023,12,Q4,Winter,CUST-05522,Female,Regular,Asia,China,Home & Kitchen,Appliances,Coffee Maker,283.03,1,0,31.9
ORD-000150,8/23/2023,2023,8,Q3,Summer,CUST-02664,Female,Premium,Asia,India,Books & Media,Software,Antivirus Pro,80.16,1,0.3,8.09
ORD-000151,10/5/2021,2021,10,Q4,Fall,CUST-04111,Male,VIP,Asia,Japan,Books & Media,Books,The Psychology of Money,10.49,2,0.3,25.89
ORD-000152,6/18/2023,2023,6,Q2,Summer,CUST-02507,Male,New,Asia,China,Home & Kitchen,Furniture,TV Stand,582.58,3,0.5,58.46
ORD-000153,11/8/2023,2023,11,Q4,Fall,CUST-01495,Female,VIP,Europe,UK,Electronics,Smartphones,OnePlus 11,423.74,8,0.5,35.17
ORD-000154,5/28/2023,2023,5,Q2,Spring,CUST-01876,Male,New,Middle East,UAE,Books & Media,Software,Adobe Creative Cloud,23.85,1,0.1,8.45
ORD-000155,1/4/2024,2024,1,Q1,Winter,CUST-05628,Male,Regular,Asia,India,Clothing,Footwear,Converse Chuck Taylor,87.86,1,0.15,97.96
ORD-000156,3/21/2023,2023,3,Q1,Spring,CUST-05094,Female,Premium,North America,Mexico,Electronics,Smartphones,iPhone 14,664.75,1,0.2,15.54
ORD-000157,7/14/2021,2021,7,Q3,Summer,CUST-02469,Female,Regular,North America,USA,Books & Media,Books,The Psychology of Money,16.34,8,0.4,94.97
ORD-000158,2/11/2024,2024,2,Q1,Winter,CUST-03717,Female,Regular,Europe,Spain,Clothing,Footwear,Vans Old Skool,189.33,3,0.1,7.42
ORD-000159,2/21/2023,2023,2,Q1,Winter,CUST-01242,Female,VIP,Middle East,Kuwait,Books & Media,Software,Adobe Creative Cloud,42.47,1,0.05,9.75
ORD-000160,4/29/2022,2022,4,Q2,Spring,CUST-01672,Female,Regular,Asia,India,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,73.3,1,0.5,89.9
ORD-000161,6/25/2023,2023,6,Q2,Summer,CUST-02085,Male,Regular,Middle East,Jordan,Clothing,Footwear,Vans Old Skool,97.5,3,0,88.07
ORD-000162,9/20/2023,2023,9,Q3,Fall,CUST-07382,Male,New,Middle East,Jordan,Books & Media,Software,Adobe Creative Cloud,26.04,1,0.15,9.38
ORD-000163,7/14/2024,2024,7,Q3,Summer,CUST-04449,Female,VIP,Asia,China,Books & Media,Books,Rich Dad Poor Dad,15.09,3,0.1,7.51
ORD-000164,6/29/2023,2023,6,Q2,Summer,CUST-04241,Female,New,Europe,Italy,Home & Kitchen,Furniture,Bookshelf 5-Tier,454.87,3,0.25,7.03
ORD-000165,3/3/2023,2023,3,Q1,Spring,CUST-04924,Female,Regular,Europe,France,Beauty & Health,Supplements,Multivitamin Pack,68.01,1,0.5,80.16
